model_id,model,vendor,tier,measure,baseline_event,baseline_date,baseline_lifecycle,first_event,first_date,first_surface,first_exposure,first_lifecycle,lag_days_min,lag_days_max,certainty
claude-opus-4-1,Claude Opus 4.1,Anthropic,foundry,selectable_or_default,anthropic-opus4-1-2025-08-05,2025-08-05,ga,,,,,,,,not_recorded
claude-opus-4-5,Claude Opus 4.5,Anthropic,microsoft,any_exposure,anthropic-opus4-5-2025-11-24,2025-11-24,ga,studio-opus4-5-2025-11-24,2025-11-24,copilot-studio,selectable,public_preview,0,0,exact
claude-opus-4-5,Claude Opus 4.5,Anthropic,microsoft,selectable_or_default,anthropic-opus4-5-2025-11-24,2025-11-24,ga,studio-opus4-5-2025-11-24,2025-11-24,copilot-studio,selectable,public_preview,0,0,exact
claude-opus-4-5,Claude Opus 4.5,Anthropic,copilot,any_exposure,anthropic-opus4-5-2025-11-24,2025-11-24,ga,studio-opus4-5-2025-11-24,2025-11-24,copilot-studio,selectable,public_preview,0,0,exact
claude-opus-4-5,Claude Opus 4.5,Anthropic,copilot,selectable_or_default,anthropic-opus4-5-2025-11-24,2025-11-24,ga,studio-opus4-5-2025-11-24,2025-11-24,copilot-studio,selectable,public_preview,0,0,exact
claude-opus-4-5,Claude Opus 4.5,Anthropic,m365,any_exposure,anthropic-opus4-5-2025-11-24,2025-11-24,ga,,,,,,,,not_recorded
claude-opus-4-5,Claude Opus 4.5,Anthropic,m365,selectable_or_default,anthropic-opus4-5-2025-11-24,2025-11-24,ga,,,,,,,,not_recorded
claude-opus-4-5,Claude Opus 4.5,Anthropic,studio,any_exposure,anthropic-opus4-5-2025-11-24,2025-11-24,ga,studio-opus4-5-2025-11-24,2025-11-24,copilot-studio,selectable,public_preview,0,0,exact
claude-opus-4-5,Claude Opus 4.5,Anthropic,studio,selectable_or_default,anthropic-opus4-5-2025-11-24,2025-11-24,ga,studio-opus4-5-2025-11-24,2025-11-24,copilot-studio,selectable,public_preview,0,0,exact
claude-opus-4-5,Claude Opus 4.5,Anthropic,github_copilot,any_exposure,anthropic-opus4-5-2025-11-24,2025-11-24,ga,,,,,,,,unknown_open_research
claude-opus-4-5,Claude Opus 4.5,Anthropic,github_copilot,selectable_or_default,anthropic-opus4-5-2025-11-24,2025-11-24,ga,,,,,,,,unknown_open_research
claude-opus-4-5,Claude Opus 4.5,Anthropic,foundry,any_exposure,anthropic-opus4-5-2025-11-24,2025-11-24,ga,,,,,,,,unknown_open_research
claude-opus-4-5,Claude Opus 4.5,Anthropic,foundry,selectable_or_default,anthropic-opus4-5-2025-11-24,2025-11-24,ga,,,,,,,,unknown_open_research
claude-opus-4-7,Claude Opus 4.7,Anthropic,microsoft,any_exposure,anthropic-opus4-7-2026-04-16,2026-04-16,ga,m365-opus4-7-2026-04-16,2026-04-16,m365-copilot,selectable,ga,0,0,exact
claude-opus-4-7,Claude Opus 4.7,Anthropic,microsoft,selectable_or_default,anthropic-opus4-7-2026-04-16,2026-04-16,ga,m365-opus4-7-2026-04-16,2026-04-16,m365-copilot,selectable,ga,0,0,exact
claude-opus-4-7,Claude Opus 4.7,Anthropic,copilot,any_exposure,anthropic-opus4-7-2026-04-16,2026-04-16,ga,m365-opus4-7-2026-04-16,2026-04-16,m365-copilot,selectable,ga,0,0,exact
claude-opus-4-7,Claude Opus 4.7,Anthropic,copilot,selectable_or_default,anthropic-opus4-7-2026-04-16,2026-04-16,ga,m365-opus4-7-2026-04-16,2026-04-16,m365-copilot,selectable,ga,0,0,exact
claude-opus-4-7,Claude Opus 4.7,Anthropic,m365,any_exposure,anthropic-opus4-7-2026-04-16,2026-04-16,ga,m365-opus4-7-2026-04-16,2026-04-16,m365-copilot,selectable,ga,0,0,exact
claude-opus-4-7,Claude Opus 4.7,Anthropic,m365,selectable_or_default,anthropic-opus4-7-2026-04-16,2026-04-16,ga,m365-opus4-7-2026-04-16,2026-04-16,m365-copilot,selectable,ga,0,0,exact
claude-opus-4-7,Claude Opus 4.7,Anthropic,studio,any_exposure,anthropic-opus4-7-2026-04-16,2026-04-16,ga,studio-opus4-7-2026-04-16,2026-04-16,copilot-studio,selectable,public_preview,0,0,exact
claude-opus-4-7,Claude Opus 4.7,Anthropic,studio,selectable_or_default,anthropic-opus4-7-2026-04-16,2026-04-16,ga,studio-opus4-7-2026-04-16,2026-04-16,copilot-studio,selectable,public_preview,0,0,exact
claude-opus-4-7,Claude Opus 4.7,Anthropic,github_copilot,any_exposure,anthropic-opus4-7-2026-04-16,2026-04-16,ga,,,,,,,,unknown_open_research
claude-opus-4-7,Claude Opus 4.7,Anthropic,github_copilot,selectable_or_default,anthropic-opus4-7-2026-04-16,2026-04-16,ga,,,,,,,,unknown_open_research
claude-opus-4-7,Claude Opus 4.7,Anthropic,foundry,any_exposure,anthropic-opus4-7-2026-04-16,2026-04-16,ga,,,,,,,,unknown_open_research
claude-opus-4-7,Claude Opus 4.7,Anthropic,foundry,selectable_or_default,anthropic-opus4-7-2026-04-16,2026-04-16,ga,,,,,,,,unknown_open_research
claude-opus-4-8,Claude Opus 4.8,Anthropic,microsoft,any_exposure,anthropic-opus4-8-2026-05-28,2026-05-28,ga,github-opus4-8-ga-2026-05-28,2026-05-28,github-copilot,selectable,ga,0,0,exact
claude-opus-4-8,Claude Opus 4.8,Anthropic,microsoft,selectable_or_default,anthropic-opus4-8-2026-05-28,2026-05-28,ga,github-opus4-8-ga-2026-05-28,2026-05-28,github-copilot,selectable,ga,0,0,exact
claude-opus-4-8,Claude Opus 4.8,Anthropic,copilot,any_exposure,anthropic-opus4-8-2026-05-28,2026-05-28,ga,github-opus4-8-ga-2026-05-28,2026-05-28,github-copilot,selectable,ga,0,0,exact
claude-opus-4-8,Claude Opus 4.8,Anthropic,copilot,selectable_or_default,anthropic-opus4-8-2026-05-28,2026-05-28,ga,github-opus4-8-ga-2026-05-28,2026-05-28,github-copilot,selectable,ga,0,0,exact
claude-opus-4-8,Claude Opus 4.8,Anthropic,m365,any_exposure,anthropic-opus4-8-2026-05-28,2026-05-28,ga,m365-opus4-8-2026-05-28,2026-05-28,m365-copilot,selectable,ga,0,0,exact
claude-opus-4-8,Claude Opus 4.8,Anthropic,m365,selectable_or_default,anthropic-opus4-8-2026-05-28,2026-05-28,ga,m365-opus4-8-2026-05-28,2026-05-28,m365-copilot,selectable,ga,0,0,exact
claude-opus-4-8,Claude Opus 4.8,Anthropic,studio,any_exposure,anthropic-opus4-8-2026-05-28,2026-05-28,ga,studio-opus4-8-2026-05-28,2026-05-28,copilot-studio,selectable,ga,0,0,exact
claude-opus-4-8,Claude Opus 4.8,Anthropic,studio,selectable_or_default,anthropic-opus4-8-2026-05-28,2026-05-28,ga,studio-opus4-8-2026-05-28,2026-05-28,copilot-studio,selectable,ga,0,0,exact
claude-opus-4-8,Claude Opus 4.8,Anthropic,github_copilot,any_exposure,anthropic-opus4-8-2026-05-28,2026-05-28,ga,github-opus4-8-ga-2026-05-28,2026-05-28,github-copilot,selectable,ga,0,0,exact
claude-opus-4-8,Claude Opus 4.8,Anthropic,github_copilot,selectable_or_default,anthropic-opus4-8-2026-05-28,2026-05-28,ga,github-opus4-8-ga-2026-05-28,2026-05-28,github-copilot,selectable,ga,0,0,exact
claude-opus-4-8,Claude Opus 4.8,Anthropic,foundry,any_exposure,anthropic-opus4-8-2026-05-28,2026-05-28,ga,,,,,,,,not_recorded
claude-opus-4-8,Claude Opus 4.8,Anthropic,foundry,selectable_or_default,anthropic-opus4-8-2026-05-28,2026-05-28,ga,,,,,,,,not_recorded
claude-opus-5,Claude Opus 5,Anthropic,microsoft,any_exposure,anthropic-opus5-2026-07-24,2026-07-24,ga,foundry-opus5-availability-2026-07-24,2026-07-24,microsoft-foundry,catalogue,ga,0,0,exact
claude-opus-5,Claude Opus 5,Anthropic,microsoft,selectable_or_default,anthropic-opus5-2026-07-24,2026-07-24,ga,github-opus5-2026-07-24,2026-07-24,github-copilot,selectable,ga,0,0,exact
claude-opus-5,Claude Opus 5,Anthropic,copilot,any_exposure,anthropic-opus5-2026-07-24,2026-07-24,ga,github-opus5-2026-07-24,2026-07-24,github-copilot,selectable,ga,0,0,exact
claude-opus-5,Claude Opus 5,Anthropic,copilot,selectable_or_default,anthropic-opus5-2026-07-24,2026-07-24,ga,github-opus5-2026-07-24,2026-07-24,github-copilot,selectable,ga,0,0,exact
claude-opus-5,Claude Opus 5,Anthropic,m365,any_exposure,anthropic-opus5-2026-07-24,2026-07-24,ga,,,,,,,,unknown_open_research
claude-opus-5,Claude Opus 5,Anthropic,m365,selectable_or_default,anthropic-opus5-2026-07-24,2026-07-24,ga,,,,,,,,unknown_open_research
claude-opus-5,Claude Opus 5,Anthropic,studio,any_exposure,anthropic-opus5-2026-07-24,2026-07-24,ga,,,,,,,,unknown_open_research
claude-opus-5,Claude Opus 5,Anthropic,studio,selectable_or_default,anthropic-opus5-2026-07-24,2026-07-24,ga,,,,,,,,unknown_open_research
claude-opus-5,Claude Opus 5,Anthropic,github_copilot,any_exposure,anthropic-opus5-2026-07-24,2026-07-24,ga,github-opus5-2026-07-24,2026-07-24,github-copilot,selectable,ga,0,0,exact
claude-opus-5,Claude Opus 5,Anthropic,github_copilot,selectable_or_default,anthropic-opus5-2026-07-24,2026-07-24,ga,github-opus5-2026-07-24,2026-07-24,github-copilot,selectable,ga,0,0,exact
claude-opus-5,Claude Opus 5,Anthropic,foundry,any_exposure,anthropic-opus5-2026-07-24,2026-07-24,ga,foundry-opus5-availability-2026-07-24,2026-07-24,microsoft-foundry,catalogue,ga,0,0,exact
claude-opus-5,Claude Opus 5,Anthropic,foundry,selectable_or_default,anthropic-opus5-2026-07-24,2026-07-24,ga,,,,,,,,not_recorded
claude-sonnet-4,Claude Sonnet 4,Anthropic,microsoft,any_exposure,anthropic-claude4-2025-05-22,2025-05-22,ga,github-sonnet4-preview-2025-05-22,2025-05-22,github-copilot,selectable,public_preview,0,0,exact
claude-sonnet-4,Claude Sonnet 4,Anthropic,microsoft,selectable_or_default,anthropic-claude4-2025-05-22,2025-05-22,ga,github-sonnet4-preview-2025-05-22,2025-05-22,github-copilot,selectable,public_preview,0,0,exact
claude-sonnet-4,Claude Sonnet 4,Anthropic,copilot,any_exposure,anthropic-claude4-2025-05-22,2025-05-22,ga,github-sonnet4-preview-2025-05-22,2025-05-22,github-copilot,selectable,public_preview,0,0,exact
claude-sonnet-4,Claude Sonnet 4,Anthropic,copilot,selectable_or_default,anthropic-claude4-2025-05-22,2025-05-22,ga,github-sonnet4-preview-2025-05-22,2025-05-22,github-copilot,selectable,public_preview,0,0,exact
claude-sonnet-4,Claude Sonnet 4,Anthropic,m365,any_exposure,anthropic-claude4-2025-05-22,2025-05-22,ga,,,,,,,,not_recorded
claude-sonnet-4,Claude Sonnet 4,Anthropic,m365,selectable_or_default,anthropic-claude4-2025-05-22,2025-05-22,ga,,,,,,,,not_recorded
claude-sonnet-4,Claude Sonnet 4,Anthropic,studio,any_exposure,anthropic-claude4-2025-05-22,2025-05-22,ga,studio-sonnet4-2025-09-24,2025-09-24,copilot-studio,selectable,public_preview,125,125,exact
claude-sonnet-4,Claude Sonnet 4,Anthropic,studio,selectable_or_default,anthropic-claude4-2025-05-22,2025-05-22,ga,studio-sonnet4-2025-09-24,2025-09-24,copilot-studio,selectable,public_preview,125,125,exact
claude-sonnet-4,Claude Sonnet 4,Anthropic,github_copilot,any_exposure,anthropic-claude4-2025-05-22,2025-05-22,ga,github-sonnet4-preview-2025-05-22,2025-05-22,github-copilot,selectable,public_preview,0,0,exact
claude-sonnet-4,Claude Sonnet 4,Anthropic,github_copilot,selectable_or_default,anthropic-claude4-2025-05-22,2025-05-22,ga,github-sonnet4-preview-2025-05-22,2025-05-22,github-copilot,selectable,public_preview,0,0,exact
claude-sonnet-4,Claude Sonnet 4,Anthropic,foundry,any_exposure,anthropic-claude4-2025-05-22,2025-05-22,ga,,,,,,,,not_recorded
claude-sonnet-4,Claude Sonnet 4,Anthropic,foundry,selectable_or_default,anthropic-claude4-2025-05-22,2025-05-22,ga,,,,,,,,not_recorded
claude-sonnet-4-5,Claude Sonnet 4.5,Anthropic,microsoft,any_exposure,anthropic-sonnet4-5-2025-09-29,2025-09-29,ga,github-sonnet4-5-preview-2025-09-29,2025-09-29,github-copilot,selectable,public_preview,0,0,exact
claude-sonnet-4-5,Claude Sonnet 4.5,Anthropic,microsoft,selectable_or_default,anthropic-sonnet4-5-2025-09-29,2025-09-29,ga,github-sonnet4-5-preview-2025-09-29,2025-09-29,github-copilot,selectable,public_preview,0,0,exact
claude-sonnet-4-5,Claude Sonnet 4.5,Anthropic,copilot,any_exposure,anthropic-sonnet4-5-2025-09-29,2025-09-29,ga,github-sonnet4-5-preview-2025-09-29,2025-09-29,github-copilot,selectable,public_preview,0,0,exact
claude-sonnet-4-5,Claude Sonnet 4.5,Anthropic,copilot,selectable_or_default,anthropic-sonnet4-5-2025-09-29,2025-09-29,ga,github-sonnet4-5-preview-2025-09-29,2025-09-29,github-copilot,selectable,public_preview,0,0,exact
claude-sonnet-4-5,Claude Sonnet 4.5,Anthropic,m365,any_exposure,anthropic-sonnet4-5-2025-09-29,2025-09-29,ga,,,,,,,,not_recorded
claude-sonnet-4-5,Claude Sonnet 4.5,Anthropic,m365,selectable_or_default,anthropic-sonnet4-5-2025-09-29,2025-09-29,ga,,,,,,,,not_recorded
claude-sonnet-4-5,Claude Sonnet 4.5,Anthropic,studio,any_exposure,anthropic-sonnet4-5-2025-09-29,2025-09-29,ga,studio-sonnet4-5-2025-09-29,2025-09-29,copilot-studio,selectable,public_preview,0,0,exact
claude-sonnet-4-5,Claude Sonnet 4.5,Anthropic,studio,selectable_or_default,anthropic-sonnet4-5-2025-09-29,2025-09-29,ga,studio-sonnet4-5-2025-09-29,2025-09-29,copilot-studio,selectable,public_preview,0,0,exact
claude-sonnet-4-5,Claude Sonnet 4.5,Anthropic,github_copilot,any_exposure,anthropic-sonnet4-5-2025-09-29,2025-09-29,ga,github-sonnet4-5-preview-2025-09-29,2025-09-29,github-copilot,selectable,public_preview,0,0,exact
claude-sonnet-4-5,Claude Sonnet 4.5,Anthropic,github_copilot,selectable_or_default,anthropic-sonnet4-5-2025-09-29,2025-09-29,ga,github-sonnet4-5-preview-2025-09-29,2025-09-29,github-copilot,selectable,public_preview,0,0,exact
claude-sonnet-4-5,Claude Sonnet 4.5,Anthropic,foundry,any_exposure,anthropic-sonnet4-5-2025-09-29,2025-09-29,ga,foundry-sonnet4-5-2025-11-18,2025-11-18,microsoft-foundry,catalogue,public_preview,50,50,exact
claude-sonnet-4-5,Claude Sonnet 4.5,Anthropic,foundry,selectable_or_default,anthropic-sonnet4-5-2025-09-29,2025-09-29,ga,,,,,,,,not_recorded
claude-sonnet-4-6,Claude Sonnet 4.6,Anthropic,microsoft,any_exposure,anthropic-sonnet4-6-2026-02-17,2026-02-17,ga,github-sonnet4-6-2026-02-17,2026-02-17,github-copilot,selectable,ga,0,0,exact
claude-sonnet-4-6,Claude Sonnet 4.6,Anthropic,microsoft,selectable_or_default,anthropic-sonnet4-6-2026-02-17,2026-02-17,ga,github-sonnet4-6-2026-02-17,2026-02-17,github-copilot,selectable,ga,0,0,exact
claude-sonnet-4-6,Claude Sonnet 4.6,Anthropic,copilot,any_exposure,anthropic-sonnet4-6-2026-02-17,2026-02-17,ga,github-sonnet4-6-2026-02-17,2026-02-17,github-copilot,selectable,ga,0,0,exact
claude-sonnet-4-6,Claude Sonnet 4.6,Anthropic,copilot,selectable_or_default,anthropic-sonnet4-6-2026-02-17,2026-02-17,ga,github-sonnet4-6-2026-02-17,2026-02-17,github-copilot,selectable,ga,0,0,exact
claude-sonnet-4-6,Claude Sonnet 4.6,Anthropic,m365,any_exposure,anthropic-sonnet4-6-2026-02-17,2026-02-17,ga,,,,,,,,not_recorded
claude-sonnet-4-6,Claude Sonnet 4.6,Anthropic,m365,selectable_or_default,anthropic-sonnet4-6-2026-02-17,2026-02-17,ga,,,,,,,,not_recorded
claude-sonnet-4-6,Claude Sonnet 4.6,Anthropic,studio,any_exposure,anthropic-sonnet4-6-2026-02-17,2026-02-17,ga,,,,,,,,unknown_open_research
claude-sonnet-4-6,Claude Sonnet 4.6,Anthropic,studio,selectable_or_default,anthropic-sonnet4-6-2026-02-17,2026-02-17,ga,,,,,,,,unknown_open_research
claude-sonnet-4-6,Claude Sonnet 4.6,Anthropic,github_copilot,any_exposure,anthropic-sonnet4-6-2026-02-17,2026-02-17,ga,github-sonnet4-6-2026-02-17,2026-02-17,github-copilot,selectable,ga,0,0,exact
claude-sonnet-4-6,Claude Sonnet 4.6,Anthropic,github_copilot,selectable_or_default,anthropic-sonnet4-6-2026-02-17,2026-02-17,ga,github-sonnet4-6-2026-02-17,2026-02-17,github-copilot,selectable,ga,0,0,exact
claude-sonnet-4-6,Claude Sonnet 4.6,Anthropic,foundry,any_exposure,anthropic-sonnet4-6-2026-02-17,2026-02-17,ga,,,,,,,,not_recorded
claude-sonnet-4-6,Claude Sonnet 4.6,Anthropic,foundry,selectable_or_default,anthropic-sonnet4-6-2026-02-17,2026-02-17,ga,,,,,,,,not_recorded
claude-sonnet-5,Claude Sonnet 5,Anthropic,microsoft,any_exposure,anthropic-sonnet5-2026-06-30,2026-06-30,ga,foundry-sonnet5-ga-2026-06-30,2026-06-30,microsoft-foundry,catalogue,ga,0,0,exact
claude-sonnet-5,Claude Sonnet 5,Anthropic,microsoft,selectable_or_default,anthropic-sonnet5-2026-06-30,2026-06-30,ga,github-sonnet5-ga-2026-06-30,2026-06-30,github-copilot,selectable,ga,0,0,exact
claude-sonnet-5,Claude Sonnet 5,Anthropic,copilot,any_exposure,anthropic-sonnet5-2026-06-30,2026-06-30,ga,github-sonnet5-ga-2026-06-30,2026-06-30,github-copilot,selectable,ga,0,0,exact
claude-sonnet-5,Claude Sonnet 5,Anthropic,copilot,selectable_or_default,anthropic-sonnet5-2026-06-30,2026-06-30,ga,github-sonnet5-ga-2026-06-30,2026-06-30,github-copilot,selectable,ga,0,0,exact
claude-sonnet-5,Claude Sonnet 5,Anthropic,m365,any_exposure,anthropic-sonnet5-2026-06-30,2026-06-30,ga,m365-sonnet5-2026-07-02,2026-07-02,m365-copilot,selectable,ga,2,2,exact
claude-sonnet-5,Claude Sonnet 5,Anthropic,m365,selectable_or_default,anthropic-sonnet5-2026-06-30,2026-06-30,ga,m365-sonnet5-2026-07-02,2026-07-02,m365-copilot,selectable,ga,2,2,exact
claude-sonnet-5,Claude Sonnet 5,Anthropic,studio,any_exposure,anthropic-sonnet5-2026-06-30,2026-06-30,ga,,,,,,,,unknown_open_research
claude-sonnet-5,Claude Sonnet 5,Anthropic,studio,selectable_or_default,anthropic-sonnet5-2026-06-30,2026-06-30,ga,,,,,,,,unknown_open_research
claude-sonnet-5,Claude Sonnet 5,Anthropic,github_copilot,any_exposure,anthropic-sonnet5-2026-06-30,2026-06-30,ga,github-sonnet5-ga-2026-06-30,2026-06-30,github-copilot,selectable,ga,0,0,exact
claude-sonnet-5,Claude Sonnet 5,Anthropic,github_copilot,selectable_or_default,anthropic-sonnet5-2026-06-30,2026-06-30,ga,github-sonnet5-ga-2026-06-30,2026-06-30,github-copilot,selectable,ga,0,0,exact
claude-sonnet-5,Claude Sonnet 5,Anthropic,foundry,any_exposure,anthropic-sonnet5-2026-06-30,2026-06-30,ga,foundry-sonnet5-ga-2026-06-30,2026-06-30,microsoft-foundry,catalogue,ga,0,0,exact
claude-sonnet-5,Claude Sonnet 5,Anthropic,foundry,selectable_or_default,anthropic-sonnet5-2026-06-30,2026-06-30,ga,,,,,,,,not_recorded
codex,Codex,OpenAI,microsoft,any_exposure,openai-codex-2021-08-10,2021-08-10,private_preview,github-copilot-preview-codex-2021-06-29,2021-06-29,github-copilot,underlying,public_preview,-42,-42,exact
codex,Codex,OpenAI,microsoft,selectable_or_default,openai-codex-2021-08-10,2021-08-10,private_preview,,,,,,,,not_recorded
codex,Codex,OpenAI,copilot,any_exposure,openai-codex-2021-08-10,2021-08-10,private_preview,github-copilot-preview-codex-2021-06-29,2021-06-29,github-copilot,underlying,public_preview,-42,-42,exact
codex,Codex,OpenAI,copilot,selectable_or_default,openai-codex-2021-08-10,2021-08-10,private_preview,,,,,,,,not_recorded
codex,Codex,OpenAI,m365,any_exposure,openai-codex-2021-08-10,2021-08-10,private_preview,,,,,,,,not_recorded
codex,Codex,OpenAI,m365,selectable_or_default,openai-codex-2021-08-10,2021-08-10,private_preview,,,,,,,,not_recorded
codex,Codex,OpenAI,studio,any_exposure,openai-codex-2021-08-10,2021-08-10,private_preview,,,,,,,,not_recorded
codex,Codex,OpenAI,studio,selectable_or_default,openai-codex-2021-08-10,2021-08-10,private_preview,,,,,,,,not_recorded
codex,Codex,OpenAI,github_copilot,any_exposure,openai-codex-2021-08-10,2021-08-10,private_preview,github-copilot-preview-codex-2021-06-29,2021-06-29,github-copilot,underlying,public_preview,-42,-42,exact
codex,Codex,OpenAI,github_copilot,selectable_or_default,openai-codex-2021-08-10,2021-08-10,private_preview,,,,,,,,not_recorded
codex,Codex,OpenAI,foundry,any_exposure,openai-codex-2021-08-10,2021-08-10,private_preview,azure-openai-ga-2023-01-17,2023-01-17,azure-openai,catalogue,ga,525,525,exact
codex,Codex,OpenAI,foundry,selectable_or_default,openai-codex-2021-08-10,2021-08-10,private_preview,,,,,,,,not_recorded
dall-e-2,DALL-E 2,OpenAI,microsoft,any_exposure,openai-dall-e-2-beta-2022-07,2022-07-01,limited_preview,azure-openai-ga-2023-01-17,2023-01-17,azure-openai,catalogue,ga,170,200,range
dall-e-2,DALL-E 2,OpenAI,microsoft,selectable_or_default,openai-dall-e-2-beta-2022-07,2022-07-01,limited_preview,,,,,,,,not_recorded
dall-e-2,DALL-E 2,OpenAI,copilot,any_exposure,openai-dall-e-2-beta-2022-07,2022-07-01,limited_preview,,,,,,,,not_recorded
dall-e-2,DALL-E 2,OpenAI,copilot,selectable_or_default,openai-dall-e-2-beta-2022-07,2022-07-01,limited_preview,,,,,,,,not_recorded
dall-e-2,DALL-E 2,OpenAI,m365,any_exposure,openai-dall-e-2-beta-2022-07,2022-07-01,limited_preview,,,,,,,,not_recorded
dall-e-2,DALL-E 2,OpenAI,m365,selectable_or_default,openai-dall-e-2-beta-2022-07,2022-07-01,limited_preview,,,,,,,,not_recorded
dall-e-2,DALL-E 2,OpenAI,studio,any_exposure,openai-dall-e-2-beta-2022-07,2022-07-01,limited_preview,,,,,,,,not_recorded
dall-e-2,DALL-E 2,OpenAI,studio,selectable_or_default,openai-dall-e-2-beta-2022-07,2022-07-01,limited_preview,,,,,,,,not_recorded
dall-e-2,DALL-E 2,OpenAI,github_copilot,any_exposure,openai-dall-e-2-beta-2022-07,2022-07-01,limited_preview,,,,,,,,not_recorded
dall-e-2,DALL-E 2,OpenAI,github_copilot,selectable_or_default,openai-dall-e-2-beta-2022-07,2022-07-01,limited_preview,,,,,,,,not_recorded
dall-e-2,DALL-E 2,OpenAI,foundry,any_exposure,openai-dall-e-2-beta-2022-07,2022-07-01,limited_preview,azure-openai-ga-2023-01-17,2023-01-17,azure-openai,catalogue,ga,170,200,range
dall-e-2,DALL-E 2,OpenAI,foundry,selectable_or_default,openai-dall-e-2-beta-2022-07,2022-07-01,limited_preview,,,,,,,,not_recorded
deepseek-r1,DeepSeek-R1,DeepSeek,microsoft,any_exposure,deepseek-r1-2025-01-20,2025-01-20,ga,deepseek-r1-foundry-2025-01-29,2025-01-29,azure-ai-foundry,catalogue,public_preview,9,9,exact
deepseek-r1,DeepSeek-R1,DeepSeek,microsoft,selectable_or_default,deepseek-r1-2025-01-20,2025-01-20,ga,,,,,,,,unknown_open_research
deepseek-r1,DeepSeek-R1,DeepSeek,copilot,any_exposure,deepseek-r1-2025-01-20,2025-01-20,ga,,,,,,,,not_recorded
deepseek-r1,DeepSeek-R1,DeepSeek,copilot,selectable_or_default,deepseek-r1-2025-01-20,2025-01-20,ga,,,,,,,,not_recorded
deepseek-r1,DeepSeek-R1,DeepSeek,m365,any_exposure,deepseek-r1-2025-01-20,2025-01-20,ga,,,,,,,,not_recorded
deepseek-r1,DeepSeek-R1,DeepSeek,m365,selectable_or_default,deepseek-r1-2025-01-20,2025-01-20,ga,,,,,,,,not_recorded
deepseek-r1,DeepSeek-R1,DeepSeek,studio,any_exposure,deepseek-r1-2025-01-20,2025-01-20,ga,,,,,,,,not_recorded
deepseek-r1,DeepSeek-R1,DeepSeek,studio,selectable_or_default,deepseek-r1-2025-01-20,2025-01-20,ga,,,,,,,,not_recorded
deepseek-r1,DeepSeek-R1,DeepSeek,github_copilot,any_exposure,deepseek-r1-2025-01-20,2025-01-20,ga,,,,,,,,not_recorded
deepseek-r1,DeepSeek-R1,DeepSeek,github_copilot,selectable_or_default,deepseek-r1-2025-01-20,2025-01-20,ga,,,,,,,,not_recorded
deepseek-r1,DeepSeek-R1,DeepSeek,foundry,any_exposure,deepseek-r1-2025-01-20,2025-01-20,ga,deepseek-r1-foundry-2025-01-29,2025-01-29,azure-ai-foundry,catalogue,public_preview,9,9,exact
deepseek-r1,DeepSeek-R1,DeepSeek,foundry,selectable_or_default,deepseek-r1-2025-01-20,2025-01-20,ga,,,,,,,,unknown_open_research
deepseek-v3,DeepSeek-V3,DeepSeek,microsoft,any_exposure,deepseek-v3-2024-12-26,2024-12-26,ga,,,,,,,,unknown_open_research
deepseek-v3,DeepSeek-V3,DeepSeek,microsoft,selectable_or_default,deepseek-v3-2024-12-26,2024-12-26,ga,,,,,,,,unknown_open_research
deepseek-v3,DeepSeek-V3,DeepSeek,copilot,any_exposure,deepseek-v3-2024-12-26,2024-12-26,ga,,,,,,,,not_recorded
deepseek-v3,DeepSeek-V3,DeepSeek,copilot,selectable_or_default,deepseek-v3-2024-12-26,2024-12-26,ga,,,,,,,,not_recorded
deepseek-v3,DeepSeek-V3,DeepSeek,m365,any_exposure,deepseek-v3-2024-12-26,2024-12-26,ga,,,,,,,,not_recorded
deepseek-v3,DeepSeek-V3,DeepSeek,m365,selectable_or_default,deepseek-v3-2024-12-26,2024-12-26,ga,,,,,,,,not_recorded
deepseek-v3,DeepSeek-V3,DeepSeek,studio,any_exposure,deepseek-v3-2024-12-26,2024-12-26,ga,,,,,,,,not_recorded
deepseek-v3,DeepSeek-V3,DeepSeek,studio,selectable_or_default,deepseek-v3-2024-12-26,2024-12-26,ga,,,,,,,,not_recorded
deepseek-v3,DeepSeek-V3,DeepSeek,github_copilot,any_exposure,deepseek-v3-2024-12-26,2024-12-26,ga,,,,,,,,not_recorded
deepseek-v3,DeepSeek-V3,DeepSeek,github_copilot,selectable_or_default,deepseek-v3-2024-12-26,2024-12-26,ga,,,,,,,,not_recorded
deepseek-v3,DeepSeek-V3,DeepSeek,foundry,any_exposure,deepseek-v3-2024-12-26,2024-12-26,ga,,,,,,,,unknown_open_research
deepseek-v3,DeepSeek-V3,DeepSeek,foundry,selectable_or_default,deepseek-v3-2024-12-26,2024-12-26,ga,,,,,,,,unknown_open_research
deepseek-v3-2,DeepSeek V3.2,DeepSeek,microsoft,any_exposure,deepseek-v3-2-2025-12-01,2025-12-01,ga,foundry-deepseek-v3-2-2025-12-15,2025-12-15,microsoft-foundry,catalogue,public_preview,14,14,exact
deepseek-v3-2,DeepSeek V3.2,DeepSeek,microsoft,selectable_or_default,deepseek-v3-2-2025-12-01,2025-12-01,ga,,,,,,,,not_recorded
deepseek-v3-2,DeepSeek V3.2,DeepSeek,copilot,any_exposure,deepseek-v3-2-2025-12-01,2025-12-01,ga,,,,,,,,not_recorded
deepseek-v3-2,DeepSeek V3.2,DeepSeek,copilot,selectable_or_default,deepseek-v3-2-2025-12-01,2025-12-01,ga,,,,,,,,not_recorded
